catch_id,year,quarter,state,species_group,scientific_name,ecological_category,catch_volume_tonnes,fishing_fleet_segment,monsoon_ban_impact,source,species_id
126,2018,Q1,Goa,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,126.4,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
127,2018,Q1,Karnataka,Oil Sardine,Sardinella longiceps,Pelagic,18165.0,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
128,2018,Q1,Karnataka,Oil Sardine,Sardinella longiceps,Pelagic,6678.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
129,2018,Q1,Karnataka,Oil Sardine,Sardinella longiceps,Pelagic,1869.9,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
130,2018,Q1,Karnataka,Indian Mackerel,Rastrelliger kanagurta,Pelagic,10998.9,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
131,2018,Q1,Karnataka,Indian Mackerel,Rastrelliger kanagurta,Pelagic,4043.7,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
132,2018,Q1,Karnataka,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1132.2,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
133,2018,Q1,Karnataka,Ribbonfishes,Trichiurus lepturus,Pelagic,1593.4,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
134,2018,Q1,Karnataka,Ribbonfishes,Trichiurus lepturus,Pelagic,585.8,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
135,2018,Q1,Karnataka,Ribbonfishes,Trichiurus lepturus,Pelagic,164.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
136,2018,Q1,Karnataka,Penaeid Prawns,Penaeus monodon / indicus,Demersal,1512.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
137,2018,Q1,Karnataka,Penaeid Prawns,Penaeus monodon / indicus,Demersal,556.0,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
138,2018,Q1,Karnataka,Penaeid Prawns,Penaeus monodon / indicus,Demersal,155.7,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
139,2018,Q1,Karnataka,Non-penaeid Prawns,Acetes indicus,Demersal,2669.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
140,2018,Q1,Karnataka,Non-penaeid Prawns,Acetes indicus,Demersal,981.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
141,2018,Q1,Karnataka,Non-penaeid Prawns,Acetes indicus,Demersal,274.8,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
142,2018,Q1,Karnataka,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,1258.6,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
143,2018,Q1,Karnataka,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,462.7,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
144,2018,Q1,Karnataka,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,129.6,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
145,2018,Q1,Karnataka,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,911.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
146,2018,Q1,Karnataka,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,335.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
147,2018,Q1,Karnataka,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,93.8,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
148,2018,Q1,Karnataka,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,777.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
149,2018,Q1,Karnataka,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,285.9,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
150,2018,Q1,Karnataka,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,80.1,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
151,2018,Q1,Karnataka,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,1005.9,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
152,2018,Q1,Karnataka,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,369.8,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
153,2018,Q1,Karnataka,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,103.5,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
154,2018,Q1,Karnataka,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,2173.8,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
155,2018,Q1,Karnataka,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,799.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
156,2018,Q1,Karnataka,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,223.8,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
157,2018,Q1,Karnataka,Threadfin Breams,Nemipterus japonicus,Demersal,8280.6,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
158,2018,Q1,Karnataka,Threadfin Breams,Nemipterus japonicus,Demersal,3044.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
159,2018,Q1,Karnataka,Threadfin Breams,Nemipterus japonicus,Demersal,852.4,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
160,2018,Q1,Karnataka,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,5973.5,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
161,2018,Q1,Karnataka,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,2196.1,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
162,2018,Q1,Karnataka,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,614.9,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
163,2018,Q1,Karnataka,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,758.0,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
164,2018,Q1,Karnataka,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,278.7,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
165,2018,Q1,Karnataka,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,78.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
166,2018,Q1,Karnataka,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,1606.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
167,2018,Q1,Karnataka,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,590.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
168,2018,Q1,Karnataka,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,165.4,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
169,2018,Q1,Kerala,Oil Sardine,Sardinella longiceps,Pelagic,15455.5,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
170,2018,Q1,Kerala,Oil Sardine,Sardinella longiceps,Pelagic,5682.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
171,2018,Q1,Kerala,Oil Sardine,Sardinella longiceps,Pelagic,1591.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
172,2018,Q1,Kerala,Indian Mackerel,Rastrelliger kanagurta,Pelagic,11005.2,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
173,2018,Q1,Kerala,Indian Mackerel,Rastrelliger kanagurta,Pelagic,4046.0,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
174,2018,Q1,Kerala,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1132.9,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
175,2018,Q1,Kerala,Ribbonfishes,Trichiurus lepturus,Pelagic,1622.2,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
176,2018,Q1,Kerala,Ribbonfishes,Trichiurus lepturus,Pelagic,596.4,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
177,2018,Q1,Kerala,Ribbonfishes,Trichiurus lepturus,Pelagic,167.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
178,2018,Q1,Kerala,Penaeid Prawns,Penaeus monodon / indicus,Demersal,10719.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
179,2018,Q1,Kerala,Penaeid Prawns,Penaeus monodon / indicus,Demersal,3940.9,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
180,2018,Q1,Kerala,Penaeid Prawns,Penaeus monodon / indicus,Demersal,1103.5,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
181,2018,Q1,Kerala,Non-penaeid Prawns,Acetes indicus,Demersal,2124.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
182,2018,Q1,Kerala,Non-penaeid Prawns,Acetes indicus,Demersal,781.0,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
183,2018,Q1,Kerala,Non-penaeid Prawns,Acetes indicus,Demersal,218.7,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
184,2018,Q1,Kerala,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,7020.5,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
185,2018,Q1,Kerala,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,2581.1,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
186,2018,Q1,Kerala,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,722.7,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
187,2018,Q1,Kerala,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,7565.1,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
188,2018,Q1,Kerala,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,2781.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
189,2018,Q1,Kerala,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,778.8,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
190,2018,Q1,Kerala,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,5178.1,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
191,2018,Q1,Kerala,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,1903.7,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
192,2018,Q1,Kerala,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,533.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
193,2018,Q1,Kerala,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,1032.2,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
194,2018,Q1,Kerala,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,379.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
195,2018,Q1,Kerala,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,106.3,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
196,2018,Q1,Kerala,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,2018.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
197,2018,Q1,Kerala,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,742.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
198,2018,Q1,Kerala,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,207.8,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
199,2018,Q1,Kerala,Threadfin Breams,Nemipterus japonicus,Demersal,7697.1,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
200,2018,Q1,Kerala,Threadfin Breams,Nemipterus japonicus,Demersal,2829.8,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
201,2018,Q1,Kerala,Threadfin Breams,Nemipterus japonicus,Demersal,792.4,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
202,2018,Q1,Kerala,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,5402.9,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
203,2018,Q1,Kerala,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,1986.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
204,2018,Q1,Kerala,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,556.2,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
